NO.,UNICODE,UTF8
5652,0x8700,utf8:E8-9C-80:蜀
5653,0x8702,utf8:E8-9C-82:蜂
5654,0x8703,utf8:E8-9C-83:蜃
5655,0x8707,utf8:E8-9C-87:蜇
5656,0x8708,utf8:E8-9C-88:蜈
5657,0x8709,utf8:E8-9C-89:蜉
5658,0x870A,utf8:E8-9C-8A:蜊
5659,0x870D,utf8:E8-9C-8D:蜍
5660,0x8712,utf8:E8-9C-92:蜒
5661,0x8713,utf8:E8-9C-93:蜓
5662,0x8715,utf8:E8-9C-95:蜕
5663,0x8717,utf8:E8-9C-97:蜗
5664,0x8718,utf8:E8-9C-98:蜘
5665,0x871A,utf8:E8-9C-9A:蜚
5666,0x871C,utf8:E8-9C-9C:蜜
5667,0x871E,utf8:E8-9C-9E:蜞
5668,0x8721,utf8:E8-9C-A1:蜡
5669,0x8722,utf8:E8-9C-A2:蜢
5670,0x8723,utf8:E8-9C-A3:蜣
5671,0x8725,utf8:E8-9C-A5:蜥
5672,0x8729,utf8:E8-9C-A9:蜩
5673,0x872E,utf8:E8-9C-AE:蜮
5674,0x8731,utf8:E8-9C-B1:蜱
5675,0x8734,utf8:E8-9C-B4:蜴
5676,0x8737,utf8:E8-9C-B7:蜷
5677,0x873B,utf8:E8-9C-BB:蜻
5678,0x873E,utf8:E8-9C-BE:蜾
5679,0x873F,utf8:E8-9C-BF:蜿
5680,0x8747,utf8:E8-9D-87:蝇
5681,0x8748,utf8:E8-9D-88:蝈
5682,0x8749,utf8:E8-9D-89:蝉
5683,0x874C,utf8:E8-9D-8C:蝌
5684,0x874E,utf8:E8-9D-8E:蝎
5685,0x8753,utf8:E8-9D-93:蝓
5686,0x8757,utf8:E8-9D-97:蝗
5687,0x8759,utf8:E8-9D-99:蝙
5688,0x8760,utf8:E8-9D-A0:蝠
5689,0x8763,utf8:E8-9D-A3:蝣
5690,0x8764,utf8:E8-9D-A4:蝤
5691,0x8765,utf8:E8-9D-A5:蝥
5692,0x876E,utf8:E8-9D-AE:蝮
5693,0x8770,utf8:E8-9D-B0:蝰
5694,0x8774,utf8:E8-9D-B4:蝴
5695,0x8776,utf8:E8-9D-B6:蝶
5696,0x877B,utf8:E8-9D-BB:蝻
5697,0x877C,utf8:E8-9D-BC:蝼
5698,0x877D,utf8:E8-9D-BD:蝽
5699,0x877E,utf8:E8-9D-BE:蝾
5700,0x8782,utf8:E8-9E-82:螂
5701,0x8783,utf8:E8-9E-83:螃
5702,0x8785,utf8:E8-9E-85:螅
5703,0x8788,utf8:E8-9E-88:螈
5704,0x878B,utf8:E8-9E-8B:螋
5705,0x878D,utf8:E8-9E-8D:融
5706,0x8793,utf8:E8-9E-93:螓
5707,0x8797,utf8:E8-9E-97:螗
5708,0x879F,utf8:E8-9E-9F:螟
5709,0x87A8,utf8:E8-9E-A8:螨
5710,0x87AB,utf8:E8-9E-AB:螫
5711,0x87AC,utf8:E8-9E-AC:螬
5712,0x87AD,utf8:E8-9E-AD:螭
5713,0x87AF,utf8:E8-9E-AF:螯
5714,0x87B3,utf8:E8-9E-B3:螳
5715,0x87B5,utf8:E8-9E-B5:螵
5716,0x87BA,utf8:E8-9E-BA:螺
5717,0x87BD,utf8:E8-9E-BD:螽
5718,0x87C0,utf8:E8-9F-80:蟀
5719,0x87C6,utf8:E8-9F-86:蟆
5720,0x87CA,utf8:E8-9F-8A:蟊
5721,0x87CB,utf8:E8-9F-8B:蟋
5722,0x87D1,utf8:E8-9F-91:蟑
5723,0x87D2,utf8:E8-9F-92:蟒
5724,0x87D3,utf8:E8-9F-93:蟓
5725,0x87DB,utf8:E8-9F-9B:蟛
5726,0x87E0,utf8:E8-9F-A0:蟠
5727,0x87E5,utf8:E8-9F-A5:蟥
5728,0x87EA,utf8:E8-9F-AA:蟪
5729,0x87EE,utf8:E8-9F-AE:蟮
5730,0x87F9,utf8:E8-9F-B9:蟹
5731,0x87FE,utf8:E8-9F-BE:蟾
5732,0x8803,utf8:E8-A0-83:蠃
5733,0x880A,utf8:E8-A0-8A:蠊
5734,0x8813,utf8:E8-A0-93:蠓
5735,0x8815,utf8:E8-A0-95:蠕
5736,0x8816,utf8:E8-A0-96:蠖
5737,0x881B,utf8:E8-A0-9B:蠛
5738,0x8821,utf8:E8-A0-A1:蠡
5739,0x8822,utf8:E8-A0-A2:蠢
5740,0x8832,utf8:E8-A0-B2:蠲
5741,0x8839,utf8:E8-A0-B9:蠹
5742,0x883C,utf8:E8-A0-BC:蠼
5743,0x8840,utf8:E8-A1-80:血
5744,0x8844,utf8:E8-A1-84:衄
5745,0x8845,utf8:E8-A1-85:衅
5746,0x884C,utf8:E8-A1-8C:行
5747,0x884D,utf8:E8-A1-8D:衍
5748,0x8854,utf8:E8-A1-94:衔
5749,0x8857,utf8:E8-A1-97:街
5750,0x8859,utf8:E8-A1-99:衙
5751,0x8861,utf8:E8-A1-A1:衡
5752,0x8862,utf8:E8-A1-A2:衢
5753,0x8863,utf8:E8-A1-A3:衣
5754,0x8864,utf8:E8-A1-A4:衤
5755,0x8865,utf8:E8-A1-A5:补
5756,0x8868,utf8:E8-A1-A8:表
5757,0x8869,utf8:E8-A1-A9:衩
5758,0x886B,utf8:E8-A1-AB:衫
5759,0x886C,utf8:E8-A1-AC:衬
5760,0x886E,utf8:E8-A1-AE:衮
5761,0x8870,utf8:E8-A1-B0:衰
5762,0x8872,utf8:E8-A1-B2:衲
5763,0x8877,utf8:E8-A1-B7:衷
5764,0x887D,utf8:E8-A1-BD:衽
5765,0x887E,utf8:E8-A1-BE:衾
5766,0x887F,utf8:E8-A1-BF:衿
5767,0x8881,utf8:E8-A2-81:袁
5768,0x8882,utf8:E8-A2-82:袂
5769,0x8884,utf8:E8-A2-84:袄
5770,0x8885,utf8:E8-A2-85:袅
5771,0x8888,utf8:E8-A2-88:袈
5772,0x888B,utf8:E8-A2-8B:袋
5773,0x888D,utf8:E8-A2-8D:袍
5774,0x8892,utf8:E8-A2-92:袒
5775,0x8896,utf8:E8-A2-96:袖
5776,0x889C,utf8:E8-A2-9C:袜
5777,0x88A2,utf8:E8-A2-A2:袢
5778,0x88A4,utf8:E8-A2-A4:袤
5779,0x88AB,utf8:E8-A2-AB:被
5780,0x88AD,utf8:E8-A2-AD:袭
5781,0x88B1,utf8:E8-A2-B1:袱
5782,0x88B7,utf8:E8-A2-B7:袷
5783,0x88BC,utf8:E8-A2-BC:袼
5784,0x88C1,utf8:E8-A3-81:裁
5785,0x88C2,utf8:E8-A3-82:裂
5786,0x88C5,utf8:E8-A3-85:装
5787,0x88C6,utf8:E8-A3-86:裆
5788,0x88C9,utf8:E8-A3-89:裉
5789,0x88CE,utf8:E8-A3-8E:裎
5790,0x88D2,utf8:E8-A3-92:裒
5791,0x88D4,utf8:E8-A3-94:裔
5792,0x88D5,utf8:E8-A3-95:裕
5793,0x88D8,utf8:E8-A3-98:裘
5794,0x88D9,utf8:E8-A3-99:裙
5795,0x88DF,utf8:E8-A3-9F:裟
5796,0x88E2,utf8:E8-A3-A2:裢
5797,0x88E3,utf8:E8-A3-A3:裣
5798,0x88E4,utf8:E8-A3-A4:裤
5799,0x88E5,utf8:E8-A3-A5:裥
5800,0x88E8,utf8:E8-A3-A8:裨
5801,0x88F0,utf8:E8-A3-B0:裰
5802,0x88F1,utf8:E8-A3-B1:裱
5803,0x88F3,utf8:E8-A3-B3:裳
5804,0x88F4,utf8:E8-A3-B4:裴
5805,0x88F8,utf8:E8-A3-B8:裸
5806,0x88F9,utf8:E8-A3-B9:裹
5807,0x88FC,utf8:E8-A3-BC:裼
5808,0x88FE,utf8:E8-A3-BE:裾
5809,0x8902,utf8:E8-A4-82:褂
5810,0x890A,utf8:E8-A4-8A:褊
5811,0x8910,utf8:E8-A4-90:褐
5812,0x8912,utf8:E8-A4-92:褒
5813,0x8913,utf8:E8-A4-93:褓
5814,0x8919,utf8:E8-A4-99:褙
5815,0x891A,utf8:E8-A4-9A:褚
5816,0x891B,utf8:E8-A4-9B:褛
5817,0x8921,utf8:E8-A4-A1:褡
5818,0x8925,utf8:E8-A4-A5:褥
5819,0x892A,utf8:E8-A4-AA:褪
5820,0x892B,utf8:E8-A4-AB:褫
5821,0x8930,utf8:E8-A4-B0:褰
5822,0x8934,utf8:E8-A4-B4:褴
5823,0x8936,utf8:E8-A4-B6:褶
5824,0x8941,utf8:E8-A5-81:襁
5825,0x8944,utf8:E8-A5-84:襄
5826,0x895E,utf8:E8-A5-9E:襞
5827,0x895F,utf8:E8-A5-9F:襟
5828,0x8966,utf8:E8-A5-A6:襦
5829,0x897B,utf8:E8-A5-BB:襻
5830,0x897F,utf8:E8-A5-BF:西
5831,0x8981,utf8:E8-A6-81:要
5832,0x8983,utf8:E8-A6-83:覃
5833,0x8986,utf8:E8-A6-86:覆
5834,0x89C1,utf8:E8-A7-81:见
5835,0x89C2,utf8:E8-A7-82:观
5836,0x89C4,utf8:E8-A7-84:规
5837,0x89C5,utf8:E8-A7-85:觅
5838,0x89C6,utf8:E8-A7-86:视
5839,0x89C7,utf8:E8-A7-87:觇
5840,0x89C8,utf8:E8-A7-88:览
5841,0x89C9,utf8:E8-A7-89:觉
5842,0x89CA,utf8:E8-A7-8A:觊
5843,0x89CB,utf8:E8-A7-8B:觋
5844,0x89CC,utf8:E8-A7-8C:觌
5845,0x89CE,utf8:E8-A7-8E:觎
5846,0x89CF,utf8:E8-A7-8F:觏
5847,0x89D0,utf8:E8-A7-90:觐
5848,0x89D1,utf8:E8-A7-91:觑
5849,0x89D2,utf8:E8-A7-92:角
5850,0x89D6,utf8:E8-A7-96:觖
5851,0x89DA,utf8:E8-A7-9A:觚
5852,0x89DC,utf8:E8-A7-9C:觜
5853,0x89DE,utf8:E8-A7-9E:觞
5854,0x89E3,utf8:E8-A7-A3:解
5855,0x89E5,utf8:E8-A7-A5:觥
5856,0x89E6,utf8:E8-A7-A6:触
5857,0x89EB,utf8:E8-A7-AB:觫
5858,0x89EF,utf8:E8-A7-AF:觯
5859,0x89F3,utf8:E8-A7-B3:觳
5860,0x8A00,utf8:E8-A8-80:言
5861,0x8A07,utf8:E8-A8-87:訇
5862,0x8A3E,utf8:E8-A8-BE:訾
5863,0x8A48,utf8:E8-A9-88:詈
5864,0x8A79,utf8:E8-A9-B9:詹
5865,0x8A89,utf8:E8-AA-89:誉
5866,0x8A8A,utf8:E8-AA-8A:誊
5867,0x8A93,utf8:E8-AA-93:誓
5868,0x8B07,utf8:E8-AC-87:謇
5869,0x8B26,utf8:E8-AC-A6:謦
5870,0x8B66,utf8:E8-AD-A6:警
5871,0x8B6C,utf8:E8-AD-AC:譬
5872,0x8BA0,utf8:E8-AE-A0:讠
5873,0x8BA1,utf8:E8-AE-A1:计
5874,0x8BA2,utf8:E8-AE-A2:订
5875,0x8BA3,utf8:E8-AE-A3:讣
5876,0x8BA4,utf8:E8-AE-A4:认
5877,0x8BA5,utf8:E8-AE-A5:讥
5878,0x8BA6,utf8:E8-AE-A6:讦
5879,0x8BA7,utf8:E8-AE-A7:讧
5880,0x8BA8,utf8:E8-AE-A8:讨
5881,0x8BA9,utf8:E8-AE-A9:让
5882,0x8BAA,utf8:E8-AE-AA:讪
5883,0x8BAB,utf8:E8-AE-AB:讫
5884,0x8BAD,utf8:E8-AE-AD:训
5885,0x8BAE,utf8:E8-AE-AE:议
5886,0x8BAF,utf8:E8-AE-AF:讯
5887,0x8BB0,utf8:E8-AE-B0:记
5888,0x8BB2,utf8:E8-AE-B2:讲
5889,0x8BB3,utf8:E8-AE-B3:讳
5890,0x8BB4,utf8:E8-AE-B4:讴
5891,0x8BB5,utf8:E8-AE-B5:讵
5892,0x8BB6,utf8:E8-AE-B6:讶
5893,0x8BB7,utf8:E8-AE-B7:讷
5894,0x8BB8,utf8:E8-AE-B8:许
5895,0x8BB9,utf8:E8-AE-B9:讹
5896,0x8BBA,utf8:E8-AE-BA:论
5897,0x8BBC,utf8:E8-AE-BC:讼
5898,0x8BBD,utf8:E8-AE-BD:讽
5899,0x8BBE,utf8:E8-AE-BE:设
5900,0x8BBF,utf8:E8-AE-BF:访
5901,0x8BC0,utf8:E8-AF-80:诀
5902,0x8BC1,utf8:E8-AF-81:证
5903,0x8BC2,utf8:E8-AF-82:诂
5904,0x8BC3,utf8:E8-AF-83:诃
5905,0x8BC4,utf8:E8-AF-84:评
5906,0x8BC5,utf8:E8-AF-85:诅
5907,0x8BC6,utf8:E8-AF-86:识
5908,0x8BC8,utf8:E8-AF-88:诈
5909,0x8BC9,utf8:E8-AF-89:诉
5910,0x8BCA,utf8:E8-AF-8A:诊
5911,0x8BCB,utf8:E8-AF-8B:诋
5912,0x8BCC,utf8:E8-AF-8C:诌
5913,0x8BCD,utf8:E8-AF-8D:词
5914,0x8BCE,utf8:E8-AF-8E:诎
5915,0x8BCF,utf8:E8-AF-8F:诏
5916,0x8BD1,utf8:E8-AF-91:译
5917,0x8BD2,utf8:E8-AF-92:诒
5918,0x8BD3,utf8:E8-AF-93:诓
5919,0x8BD4,utf8:E8-AF-94:诔
5920,0x8BD5,utf8:E8-AF-95:试
5921,0x8BD6,utf8:E8-AF-96:诖
5922,0x8BD7,utf8:E8-AF-97:诗
5923,0x8BD8,utf8:E8-AF-98:诘
5924,0x8BD9,utf8:E8-AF-99:诙
5925,0x8BDA,utf8:E8-AF-9A:诚
5926,0x8BDB,utf8:E8-AF-9B:诛
5927,0x8BDC,utf8:E8-AF-9C:诜
5928,0x8BDD,utf8:E8-AF-9D:话
5929,0x8BDE,utf8:E8-AF-9E:诞
5930,0x8BDF,utf8:E8-AF-9F:诟
5931,0x8BE0,utf8:E8-AF-A0:诠
5932,0x8BE1,utf8:E8-AF-A1:诡
5933,0x8BE2,utf8:E8-AF-A2:询
5934,0x8BE3,utf8:E8-AF-A3:诣
5935,0x8BE4,utf8:E8-AF-A4:诤
5936,0x8BE5,utf8:E8-AF-A5:该
5937,0x8BE6,utf8:E8-AF-A6:详
5938,0x8BE7,utf8:E8-AF-A7:诧
5939,0x8BE8,utf8:E8-AF-A8:诨
5940,0x8BE9,utf8:E8-AF-A9:诩
5941,0x8BEB,utf8:E8-AF-AB:诫
5942,0x8BEC,utf8:E8-AF-AC:诬
5943,0x8BED,utf8:E8-AF-AD:语
5944,0x8BEE,utf8:E8-AF-AE:诮
5945,0x8BEF,utf8:E8-AF-AF:误
5946,0x8BF0,utf8:E8-AF-B0:诰
5947,0x8BF1,utf8:E8-AF-B1:诱
5948,0x8BF2,utf8:E8-AF-B2:诲
5949,0x8BF3,utf8:E8-AF-B3:诳
5950,0x8BF4,utf8:E8-AF-B4:说
5951,0x8BF5,utf8:E8-AF-B5:诵
5952,0x8BF6,utf8:E8-AF-B6:诶
5953,0x8BF7,utf8:E8-AF-B7:请
5954,0x8BF8,utf8:E8-AF-B8:诸
5955,0x8BF9,utf8:E8-AF-B9:诹
5956,0x8BFA,utf8:E8-AF-BA:诺
5957,0x8BFB,utf8:E8-AF-BB:读
5958,0x8BFC,utf8:E8-AF-BC:诼
5959,0x8BFD,utf8:E8-AF-BD:诽
5960,0x8BFE,utf8:E8-AF-BE:课
5961,0x8BFF,utf8:E8-AF-BF:诿
5962,0x8C00,utf8:E8-B0-80:谀
5963,0x8C01,utf8:E8-B0-81:谁
5964,0x8C02,utf8:E8-B0-82:谂
5965,0x8C03,utf8:E8-B0-83:调
5966,0x8C04,utf8:E8-B0-84:谄
5967,0x8C05,utf8:E8-B0-85:谅
5968,0x8C06,utf8:E8-B0-86:谆
5969,0x8C07,utf8:E8-B0-87:谇
5970,0x8C08,utf8:E8-B0-88:谈
5971,0x8C0A,utf8:E8-B0-8A:谊
5972,0x8C0B,utf8:E8-B0-8B:谋
5973,0x8C0C,utf8:E8-B0-8C:谌
5974,0x8C0D,utf8:E8-B0-8D:谍
5975,0x8C0E,utf8:E8-B0-8E:谎
5976,0x8C0F,utf8:E8-B0-8F:谏
5977,0x8C10,utf8:E8-B0-90:谐
5978,0x8C11,utf8:E8-B0-91:谑
5979,0x8C12,utf8:E8-B0-92:谒
5980,0x8C13,utf8:E8-B0-93:谓
5981,0x8C14,utf8:E8-B0-94:谔
5982,0x8C15,utf8:E8-B0-95:谕
5983,0x8C16,utf8:E8-B0-96:谖
5984,0x8C17,utf8:E8-B0-97:谗
5985,0x8C18,utf8:E8-B0-98:谘
5986,0x8C19,utf8:E8-B0-99:谙
5987,0x8C1A,utf8:E8-B0-9A:谚
5988,0x8C1B,utf8:E8-B0-9B:谛
5989,0x8C1C,utf8:E8-B0-9C:谜
5990,0x8C1D,utf8:E8-B0-9D:谝
5991,0x8C1F,utf8:E8-B0-9F:谟
5992,0x8C20,utf8:E8-B0-A0:谠
5993,0x8C21,utf8:E8-B0-A1:谡
5994,0x8C22,utf8:E8-B0-A2:谢
5995,0x8C23,utf8:E8-B0-A3:谣
5996,0x8C24,utf8:E8-B0-A4:谤
5997,0x8C25,utf8:E8-B0-A5:谥
5998,0x8C26,utf8:E8-B0-A6:谦
5999,0x8C27,utf8:E8-B0-A7:谧
6000,0x8C28,utf8:E8-B0-A8:谨
6001,0x8C29,utf8:E8-B0-A9:谩
6002,0x8C2A,utf8:E8-B0-AA:谪
6003,0x8C2B,utf8:E8-B0-AB:谫
6004,0x8C2C,utf8:E8-B0-AC:谬
6005,0x8C2D,utf8:E8-B0-AD:谭
6006,0x8C2E,utf8:E8-B0-AE:谮
6007,0x8C2F,utf8:E8-B0-AF:谯
6008,0x8C30,utf8:E8-B0-B0:谰
6009,0x8C31,utf8:E8-B0-B1:谱
6010,0x8C32,utf8:E8-B0-B2:谲
6011,0x8C33,utf8:E8-B0-B3:谳
6012,0x8C34,utf8:E8-B0-B4:谴
6013,0x8C35,utf8:E8-B0-B5:谵
6014,0x8C36,utf8:E8-B0-B6:谶
6015,0x8C37,utf8:E8-B0-B7:谷
6016,0x8C41,utf8:E8-B1-81:豁
6017,0x8C46,utf8:E8-B1-86:豆
6018,0x8C47,utf8:E8-B1-87:豇
6019,0x8C49,utf8:E8-B1-89:豉
6020,0x8C4C,utf8:E8-B1-8C:豌
6021,0x8C55,utf8:E8-B1-95:豕
6022,0x8C5A,utf8:E8-B1-9A:豚
6023,0x8C61,utf8:E8-B1-A1:象
6024,0x8C62,utf8:E8-B1-A2:豢
6025,0x8C6A,utf8:E8-B1-AA:豪
6026,0x8C6B,utf8:E8-B1-AB:豫
6027,0x8C73,utf8:E8-B1-B3:豳
6028,0x8C78,utf8:E8-B1-B8:豸
6029,0x8C79,utf8:E8-B1-B9:豹
6030,0x8C7A,utf8:E8-B1-BA:豺
6031,0x8C82,utf8:E8-B2-82:貂
6032,0x8C85,utf8:E8-B2-85:貅
6033,0x8C89,utf8:E8-B2-89:貉
6034,0x8C8A,utf8:E8-B2-8A:貊
6035,0x8C8C,utf8:E8-B2-8C:貌
6036,0x8C94,utf8:E8-B2-94:貔
6037,0x8C98,utf8:E8-B2-98:貘
6038,0x8D1D,utf8:E8-B4-9D:贝
6039,0x8D1E,utf8:E8-B4-9E:贞
6040,0x8D1F,utf8:E8-B4-9F:负
6041,0x8D21,utf8:E8-B4-A1:贡
6042,0x8D22,utf8:E8-B4-A2:财
6043,0x8D23,utf8:E8-B4-A3:责
6044,0x8D24,utf8:E8-B4-A4:贤
6045,0x8D25,utf8:E8-B4-A5:败
6046,0x8D26,utf8:E8-B4-A6:账
6047,0x8D27,utf8:E8-B4-A7:货
6048,0x8D28,utf8:E8-B4-A8:质
6049,0x8D29,utf8:E8-B4-A9:贩
6050,0x8D2A,utf8:E8-B4-AA:贪
6051,0x8D2B,utf8:E8-B4-AB:贫
6052,0x8D2C,utf8:E8-B4-AC:贬
6053,0x8D2D,utf8:E8-B4-AD:购
6054,0x8D2E,utf8:E8-B4-AE:贮
6055,0x8D2F,utf8:E8-B4-AF:贯
6056,0x8D30,utf8:E8-B4-B0:贰
6057,0x8D31,utf8:E8-B4-B1:贱
6058,0x8D32,utf8:E8-B4-B2:贲
6059,0x8D33,utf8:E8-B4-B3:贳
6060,0x8D34,utf8:E8-B4-B4:贴
6061,0x8D35,utf8:E8-B4-B5:贵
6062,0x8D36,utf8:E8-B4-B6:贶
6063,0x8D37,utf8:E8-B4-B7:贷
6064,0x8D38,utf8:E8-B4-B8:贸
6065,0x8D39,utf8:E8-B4-B9:费
6066,0x8D3A,utf8:E8-B4-BA:贺
6067,0x8D3B,utf8:E8-B4-BB:贻
6068,0x8D3C,utf8:E8-B4-BC:贼
6069,0x8D3D,utf8:E8-B4-BD:贽
6070,0x8D3E,utf8:E8-B4-BE:贾
6071,0x8D3F,utf8:E8-B4-BF:贿
6072,0x8D40,utf8:E8-B5-80:赀
6073,0x8D41,utf8:E8-B5-81:赁
6074,0x8D42,utf8:E8-B5-82:赂
6075,0x8D43,utf8:E8-B5-83:赃
6076,0x8D44,utf8:E8-B5-84:资
6077,0x8D45,utf8:E8-B5-85:赅
6078,0x8D46,utf8:E8-B5-86:赆
6079,0x8D47,utf8:E8-B5-87:赇
6080,0x8D48,utf8:E8-B5-88:赈
6081,0x8D49,utf8:E8-B5-89:赉
6082,0x8D4A,utf8:E8-B5-8A:赊
6083,0x8D4B,utf8:E8-B5-8B:赋
6084,0x8D4C,utf8:E8-B5-8C:赌
6085,0x8D4D,utf8:E8-B5-8D:赍
6086,0x8D4E,utf8:E8-B5-8E:赎
6087,0x8D4F,utf8:E8-B5-8F:赏
6088,0x8D50,utf8:E8-B5-90:赐
6089,0x8D53,utf8:E8-B5-93:赓
6090,0x8D54,utf8:E8-B5-94:赔
6091,0x8D55,utf8:E8-B5-95:赕
6092,0x8D56,utf8:E8-B5-96:赖
6093,0x8D58,utf8:E8-B5-98:赘
6094,0x8D59,utf8:E8-B5-99:赙
6095,0x8D5A,utf8:E8-B5-9A:赚
6096,0x8D5B,utf8:E8-B5-9B:赛
6097,0x8D5C,utf8:E8-B5-9C:赜
6098,0x8D5D,utf8:E8-B5-9D:赝
6099,0x8D5E,utf8:E8-B5-9E:赞
6100,0x8D60,utf8:E8-B5-A0:赠
6101,0x8D61,utf8:E8-B5-A1:赡
6102,0x8D62,utf8:E8-B5-A2:赢
6103,0x8D63,utf8:E8-B5-A3:赣
6104,0x8D64,utf8:E8-B5-A4:赤
6105,0x8D66,utf8:E8-B5-A6:赦
6106,0x8D67,utf8:E8-B5-A7:赧
6107,0x8D6B,utf8:E8-B5-AB:赫
6108,0x8D6D,utf8:E8-B5-AD:赭
6109,0x8D70,utf8:E8-B5-B0:走
6110,0x8D73,utf8:E8-B5-B3:赳
6111,0x8D74,utf8:E8-B5-B4:赴
6112,0x8D75,utf8:E8-B5-B5:赵
6113,0x8D76,utf8:E8-B5-B6:赶
6114,0x8D77,utf8:E8-B5-B7:起
6115,0x8D81,utf8:E8-B6-81:趁
6116,0x8D84,utf8:E8-B6-84:趄
6117,0x8D85,utf8:E8-B6-85:超
6118,0x8D8A,utf8:E8-B6-8A:越
6119,0x8D8B,utf8:E8-B6-8B:趋
6120,0x8D91,utf8:E8-B6-91:趑
6121,0x8D94,utf8:E8-B6-94:趔
6122,0x8D9F,utf8:E8-B6-9F:趟
6123,0x8DA3,utf8:E8-B6-A3:趣
6124,0x8DB1,utf8:E8-B6-B1:趱
6125,0x8DB3,utf8:E8-B6-B3:足
6126,0x8DB4,utf8:E8-B6-B4:趴
6127,0x8DB5,utf8:E8-B6-B5:趵
6128,0x8DB8,utf8:E8-B6-B8:趸
6129,0x8DBA,utf8:E8-B6-BA:趺
6130,0x8DBC,utf8:E8-B6-BC:趼
6131,0x8DBE,utf8:E8-B6-BE:趾
6132,0x8DBF,utf8:E8-B6-BF:趿
6133,0x8DC3,utf8:E8-B7-83:跃
6134,0x8DC4,utf8:E8-B7-84:跄
6135,0x8DC6,utf8:E8-B7-86:跆
6136,0x8DCB,utf8:E8-B7-8B:跋
6137,0x8DCC,utf8:E8-B7-8C:跌
6138,0x8DCE,utf8:E8-B7-8E:跎
6139,0x8DCF,utf8:E8-B7-8F:跏
6140,0x8DD1,utf8:E8-B7-91:跑
6141,0x8DD6,utf8:E8-B7-96:跖
6142,0x8DD7,utf8:E8-B7-97:跗
6143,0x8DDA,utf8:E8-B7-9A:跚
6144,0x8DDB,utf8:E8-B7-9B:跛
6145,0x8DDD,utf8:E8-B7-9D:距
6146,0x8DDE,utf8:E8-B7-9E:跞
6147,0x8DDF,utf8:E8-B7-9F:跟
6148,0x8DE3,utf8:E8-B7-A3:跣
6149,0x8DE4,utf8:E8-B7-A4:跤
6150,0x8DE8,utf8:E8-B7-A8:跨
6151,0x8DEA,utf8:E8-B7-AA:跪
6152,0x8DEB,utf8:E8-B7-AB:跫
6153,0x8DEC,utf8:E8-B7-AC:跬
6154,0x8DEF,utf8:E8-B7-AF:路
6155,0x8DF3,utf8:E8-B7-B3:跳
6156,0x8DF5,utf8:E8-B7-B5:践
6157,0x8DF7,utf8:E8-B7-B7:跷
6158,0x8DF8,utf8:E8-B7-B8:跸
6159,0x8DF9,utf8:E8-B7-B9:跹
6160,0x8DFA,utf8:E8-B7-BA:跺
6161,0x8DFB,utf8:E8-B7-BB:跻
6162,0x8DFD,utf8:E8-B7-BD:跽
6163,0x8E05,utf8:E8-B8-85:踅
6164,0x8E09,utf8:E8-B8-89:踉
6165,0x8E0A,utf8:E8-B8-8A:踊
6166,0x8E0C,utf8:E8-B8-8C:踌
6167,0x8E0F,utf8:E8-B8-8F:踏
6168,0x8E14,utf8:E8-B8-94:踔
6169,0x8E1D,utf8:E8-B8-9D:踝
6170,0x8E1E,utf8:E8-B8-9E:踞
6171,0x8E1F,utf8:E8-B8-9F:踟
6172,0x8E22,utf8:E8-B8-A2:踢
6173,0x8E23,utf8:E8-B8-A3:踣
6174,0x8E29,utf8:E8-B8-A9:踩
6175,0x8E2A,utf8:E8-B8-AA:踪
6176,0x8E2C,utf8:E8-B8-AC:踬
6177,0x8E2E,utf8:E8-B8-AE:踮
6178,0x8E2F,utf8:E8-B8-AF:踯
6179,0x8E31,utf8:E8-B8-B1:踱
6180,0x8E35,utf8:E8-B8-B5:踵
6181,0x8E39,utf8:E8-B8-B9:踹
6182,0x8E3A,utf8:E8-B8-BA:踺
6183,0x8E3D,utf8:E8-B8-BD:踽
6184,0x8E40,utf8:E8-B9-80:蹀
6185,0x8E41,utf8:E8-B9-81:蹁
6186,0x8E42,utf8:E8-B9-82:蹂
6187,0x8E44,utf8:E8-B9-84:蹄
6188,0x8E47,utf8:E8-B9-87:蹇
6189,0x8E48,utf8:E8-B9-88:蹈
6190,0x8E49,utf8:E8-B9-89:蹉
6191,0x8E4A,utf8:E8-B9-8A:蹊
6192,0x8E4B,utf8:E8-B9-8B:蹋
6193,0x8E51,utf8:E8-B9-91:蹑
6194,0x8E52,utf8:E8-B9-92:蹒
6195,0x8E59,utf8:E8-B9-99:蹙
6196,0x8E66,utf8:E8-B9-A6:蹦
6197,0x8E69,utf8:E8-B9-A9:蹩
6198,0x8E6C,utf8:E8-B9-AC:蹬
6199,0x8E6D,utf8:E8-B9-AD:蹭
6200,0x8E6F,utf8:E8-B9-AF:蹯
6201,0x8E70,utf8:E8-B9-B0:蹰
6202,0x8E72,utf8:E8-B9-B2:蹲
6203,0x8E74,utf8:E8-B9-B4:蹴
6204,0x8E76,utf8:E8-B9-B6:蹶
6205,0x8E7C,utf8:E8-B9-BC:蹼
6206,0x8E7F,utf8:E8-B9-BF:蹿
6207,0x8E81,utf8:E8-BA-81:躁
6208,0x8E85,utf8:E8-BA-85:躅
6209,0x8E87,utf8:E8-BA-87:躇
6210,0x8E8F,utf8:E8-BA-8F:躏
6211,0x8E90,utf8:E8-BA-90:躐
6212,0x8E94,utf8:E8-BA-94:躔
6213,0x8E9C,utf8:E8-BA-9C:躜
